Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-01-24,Race_eth_NHWhite,5817060,1058216,3.1,0.6,185445418
2021-01-23,Race_eth_NHWhite,5380204,992001,2.9,0.5,185445418
2021-01-22,Race_eth_NHWhite,5011048,915348,2.7,0.5,185445418
2021-01-21,Race_eth_NHWhite,4609054,798218,2.5,0.4,185445418
2021-01-20,Race_eth_NHWhite,4334977,713032,2.3,0.4,185445418
2021-01-19,Race_eth_NHWhite,4101725,662087,2.2,0.4,185445418
2021-01-18,Race_eth_NHWhite,3970926,641134,2.1,0.3,185445418
2021-01-17,Race_eth_NHWhite,3792869,620699,2,0.3,185445418
2021-01-16,Race_eth_NHWhite,3495195,586445,1.9,0.3,185445418
2021-01-15,Race_eth_NHWhite,3175164,534871,1.7,0.3,185445418
2021-01-14,Race_eth_NHWhite,2908192,453705,1.6,0.2,185445418
2021-01-13,Race_eth_NHWhite,2689940,363605,1.5,0.2,185445418
2021-01-12,Race_eth_NHWhite,2501670,278167,1.3,0.1,185445418
2021-01-11,Race_eth_NHWhite,2424495,249423,1.3,0.1,185445418
2021-01-10,Race_eth_NHWhite,2306049,208320,1.2,0.1,185445418
2021-01-09,Race_eth_NHWhite,2125983,127246,1.1,0.1,185445418
2021-01-08,Race_eth_NHWhite,1916808,66937,1,0,185445418
2021-01-07,Race_eth_NHWhite,1707997,29511,0.9,0,185445418
2021-01-06,Race_eth_NHWhite,1519382,9833,0.8,0,185445418
2021-01-05,Race_eth_NHWhite,1387796,4269,0.7,0,185445418
2021-01-04,Race_eth_NHWhite,1319932,3848,0.7,0,185445418
2021-01-03,Race_eth_NHWhite,1269166,3715,0.7,0,185445418
2021-01-02,Race_eth_NHWhite,1225465,3559,0.7,0,185445418
2021-01-01,Race_eth_NHWhite,1102728,3146,0.6,0,185445418
2020-12-31,Race_eth_NHWhite,917611,2640,0.5,0,185445418
2020-12-30,Race_eth_NHWhite,776934,2221,0.4,0,185445418
2020-12-29,Race_eth_NHWhite,654727,1692,0.4,0,185445418
2020-12-28,Race_eth_NHWhite,623663,1632,0.3,0,185445418
2020-12-27,Race_eth_NHWhite,589598,1584,0.3,0,185445418
2020-12-26,Race_eth_NHWhite,571528,1559,0.3,0,185445418
2020-12-25,Race_eth_NHWhite,520886,1403,0.3,0,185445418
2020-12-24,Race_eth_NHWhite,400495,1184,0.2,0,185445418
2020-12-23,Race_eth_NHWhite,288101,750,0.2,0,185445418
2020-12-22,Race_eth_NHWhite,206673,602,0.1,0,185445418
2020-12-21,Race_eth_NHWhite,175003,483,0.1,0,185445418
2020-12-20,Race_eth_NHWhite,137820,258,0.1,0,185445418
2020-12-19,Race_eth_NHWhite,64676,101,0,0,185445418
2020-12-18,Race_eth_NHWhite,24143,20,0,0,185445418
2020-12-17,Race_eth_NHWhite,5469,6,0,0,185445418
2020-12-16,Race_eth_NHWhite,645,0,0,0,185445418
2021-05-19,Race_eth_NHNHOPI,261320,203631,29.3,22.8,891847
2021-05-18,Race_eth_NHNHOPI,258812,200943,29,22.5,891847
2021-05-17,Race_eth_NHNHOPI,257361,199462,28.9,22.4,891847
2021-05-16,Race_eth_NHNHOPI,254818,195992,28.6,22,891847
2021-05-15,Race_eth_NHNHOPI,253160,193567,28.4,21.7,891847
2021-05-14,Race_eth_NHNHOPI,250194,188905,28.1,21.2,891847
2021-05-13,Race_eth_NHNHOPI,249067,186428,27.9,20.9,891847
2021-05-12,Race_eth_NHNHOPI,247310,182748,27.7,20.5,891847
2021-05-11,Race_eth_NHNHOPI,246440,180915,27.6,20.3,891847
2021-05-10,Race_eth_NHNHOPI,244633,178494,27.4,20,891847
2021-05-09,Race_eth_NHNHOPI,243190,175796,27.3,19.7,891847
2021-05-08,Race_eth_NHNHOPI,241419,172409,27.1,19.3,891847
2021-05-07,Race_eth_NHNHOPI,239117,168656,26.8,18.9,891847
2021-05-06,Race_eth_NHNHOPI,230860,162648,25.9,18.2,891847
2021-05-05,Race_eth_NHNHOPI,229521,160704,25.7,18,891847
2021-05-04,Race_eth_NHNHOPI,228485,159216,25.6,17.9,891847
2021-05-03,Race_eth_NHNHOPI,227569,157786,25.5,17.7,891847
2021-05-02,Race_eth_NHNHOPI,226729,156507,25.4,17.5,891847
2021-05-01,Race_eth_NHNHOPI,225127,154422,25.2,17.3,891847
2021-04-30,Race_eth_NHNHOPI,222835,151175,25,17,891847
2021-04-29,Race_eth_NHNHOPI,220780,148244,24.8,16.6,891847
2021-04-28,Race_eth_NHNHOPI,218033,144964,24.4,16.3,891847
2021-04-27,Race_eth_NHNHOPI,216240,142675,24.2,16,891847
2021-04-26,Race_eth_NHNHOPI,214322,140790,24,15.8,891847
2021-04-25,Race_eth_NHNHOPI,211321,138501,23.7,15.5,891847
2021-04-24,Race_eth_NHNHOPI,209575,136549,23.5,15.3,891847
2021-04-23,Race_eth_NHNHOPI,207202,134183,23.2,15,891847
2021-04-22,Race_eth_NHNHOPI,204171,130981,22.9,14.7,891847
2021-04-21,Race_eth_NHNHOPI,201805,128374,22.6,14.4,891847
2021-04-20,Race_eth_NHNHOPI,199543,126452,22.4,14.2,891847
2021-04-19,Race_eth_NHNHOPI,194766,125268,21.8,14,891847
2021-04-18,Race_eth_NHNHOPI,192917,122825,21.6,13.8,891847
2021-04-17,Race_eth_NHNHOPI,189553,120288,21.3,13.5,891847
2021-04-16,Race_eth_NHNHOPI,186443,117667,20.9,13.2,891847
2021-04-15,Race_eth_NHNHOPI,182705,114654,20.5,12.9,891847
2021-04-14,Race_eth_NHNHOPI,179708,111931,20.2,12.6,891847
2021-04-13,Race_eth_NHNHOPI,176950,109535,19.8,12.3,891847
2021-04-12,Race_eth_NHNHOPI,173485,106614,19.5,12,891847
2021-04-11,Race_eth_NHNHOPI,170260,103792,19.1,11.6,891847
2021-04-10,Race_eth_NHNHOPI,166501,100856,18.7,11.3,891847
2021-04-09,Race_eth_NHNHOPI,164029,98773,18.4,11.1,891847
2021-04-08,Race_eth_NHNHOPI,160149,95466,18,10.7,891847
2021-04-07,Race_eth_NHNHOPI,157114,93156,17.6,10.4,891847
2021-04-06,Race_eth_NHNHOPI,153694,90270,17.2,10.1,891847
2021-04-05,Race_eth_NHNHOPI,144759,85701,16.2,9.6,891847
2021-04-04,Race_eth_NHNHOPI,144700,85541,16.2,9.6,891847
2021-04-03,Race_eth_NHNHOPI,144525,85258,16.2,9.6,891847
2021-04-02,Race_eth_NHNHOPI,141304,83077,15.8,9.3,891847
2021-04-01,Race_eth_NHNHOPI,138328,80551,15.5,9,891847
2021-03-31,Race_eth_NHNHOPI,135776,78658,15.2,8.8,891847
2021-03-30,Race_eth_NHNHOPI,133436,75783,15,8.5,891847
2021-03-29,Race_eth_NHNHOPI,131943,74517,14.8,8.4,891847
2021-03-28,Race_eth_NHNHOPI,129632,72763,14.5,8.2,891847
2021-03-27,Race_eth_NHNHOPI,127461,71170,14.3,8,891847
2021-03-26,Race_eth_NHNHOPI,125376,69946,14.1,7.8,891847
2021-03-25,Race_eth_NHNHOPI,122530,67676,13.7,7.6,891847
2021-03-24,Race_eth_NHNHOPI,120031,66230,13.5,7.4,891847
2021-03-23,Race_eth_NHNHOPI,117380,64831,13.2,7.3,891847
2021-03-22,Race_eth_NHNHOPI,116203,64214,13,7.2,891847
2021-03-21,Race_eth_NHNHOPI,113676,62406,12.7,7,891847
2021-03-20,Race_eth_NHNHOPI,110429,60604,12.4,6.8,891847
2021-03-19,Race_eth_NHNHOPI,107015,59000,12,6.6,891847
2021-03-18,Race_eth_NHNHOPI,104928,57741,11.8,6.5,891847
2021-03-17,Race_eth_NHNHOPI,102399,56393,11.5,6.3,891847
2021-03-16,Race_eth_NHNHOPI,100566,55157,11.3,6.2,891847
2021-03-15,Race_eth_NHNHOPI,98936,54110,11.1,6.1,891847
2021-03-14,Race_eth_NHNHOPI,97004,52876,10.9,5.9,891847
2021-03-13,Race_eth_NHNHOPI,94821,51793,10.6,5.8,891847
2021-03-12,Race_eth_NHNHOPI,91259,50256,10.2,5.6,891847
2021-03-11,Race_eth_NHNHOPI,88989,48936,10,5.5,891847
2021-03-10,Race_eth_NHNHOPI,86137,47587,9.7,5.3,891847
2021-03-09,Race_eth_NHNHOPI,83651,45914,9.4,5.1,891847
2021-03-08,Race_eth_NHNHOPI,82470,45121,9.2,5.1,891847
2021-03-07,Race_eth_NHNHOPI,80785,44114,9.1,4.9,891847
2021-03-06,Race_eth_NHNHOPI,78990,43383,8.9,4.9,891847
2021-03-05,Race_eth_NHNHOPI,76889,42215,8.6,4.7,891847
2021-03-04,Race_eth_NHNHOPI,75114,41249,8.4,4.6,891847
2021-03-03,Race_eth_NHNHOPI,73172,40081,8.2,4.5,891847
2021-03-02,Race_eth_NHNHOPI,72263,39514,8.1,4.4,891847
2021-03-01,Race_eth_NHNHOPI,71267,38997,8,4.4,891847
2021-02-28,Race_eth_NHNHOPI,70231,38284,7.9,4.3,891847
2021-02-27,Race_eth_NHNHOPI,68727,36986,7.7,4.1,891847
2021-02-26,Race_eth_NHNHOPI,67253,35560,7.5,4,891847
2021-02-25,Race_eth_NHNHOPI,65458,34523,7.3,3.9,891847
2021-02-24,Race_eth_NHNHOPI,64251,33576,7.2,3.8,891847
2021-02-23,Race_eth_NHNHOPI,62765,32750,7,3.7,891847
2021-02-22,Race_eth_NHNHOPI,62357,32262,7,3.6,891847
2021-02-21,Race_eth_NHNHOPI,61496,31532,6.9,3.5,891847
2021-02-20,Race_eth_NHNHOPI,60302,30110,6.8,3.4,891847
2021-02-19,Race_eth_NHNHOPI,58662,28412,6.6,3.2,891847
2021-02-18,Race_eth_NHNHOPI,57659,27259,6.5,3.1,891847
2021-02-17,Race_eth_NHNHOPI,56726,26164,6.4,2.9,891847
2021-02-16,Race_eth_NHNHOPI,56087,25566,6.3,2.9,891847
2021-02-15,Race_eth_NHNHOPI,55491,25170,6.2,2.8,891847
2021-02-14,Race_eth_NHNHOPI,54407,24159,6.1,2.7,891847
2021-02-13,Race_eth_NHNHOPI,52833,22523,5.9,2.5,891847
2021-02-12,Race_eth_NHNHOPI,51375,20936,5.8,2.3,891847
2021-02-11,Race_eth_NHNHOPI,49865,18896,5.6,2.1,891847
2021-02-10,Race_eth_NHNHOPI,48634,17744,5.5,2,891847
2021-02-09,Race_eth_NHNHOPI,47573,16992,5.3,1.9,891847
2021-02-08,Race_eth_NHNHOPI,47123,16533,5.3,1.9,891847
2021-02-07,Race_eth_NHNHOPI,45869,15928,5.1,1.8,891847
2021-02-06,Race_eth_NHNHOPI,44430,14644,5,1.6,891847
2021-02-05,Race_eth_NHNHOPI,42555,13486,4.8,1.5,891847
2021-02-04,Race_eth_NHNHOPI,41280,12629,4.6,1.4,891847
2021-02-03,Race_eth_NHNHOPI,40003,11890,4.5,1.3,891847
2021-02-02,Race_eth_NHNHOPI,38970,11520,4.4,1.3,891847
2021-02-01,Race_eth_NHNHOPI,38470,11341,4.3,1.3,891847
2021-01-31,Race_eth_NHNHOPI,37357,10871,4.2,1.2,891847
2021-01-30,Race_eth_NHNHOPI,35923,10164,4,1.1,891847
2021-01-29,Race_eth_NHNHOPI,34296,9484,3.8,1.1,891847
2021-01-28,Race_eth_NHNHOPI,32945,8737,3.7,1,891847
2021-01-27,Race_eth_NHNHOPI,31364,8012,3.5,0.9,891847
2021-01-26,Race_eth_NHNHOPI,30446,7521,3.4,0.8,891847
2021-01-25,Race_eth_NHNHOPI,29861,7396,3.3,0.8,891847
2021-01-24,Race_eth_NHNHOPI,26379,6299,3,0.7,891847
2021-01-23,Race_eth_NHNHOPI,22006,5507,2.5,0.6,891847
2021-01-22,Race_eth_NHNHOPI,20602,5157,2.3,0.6,891847
2021-01-21,Race_eth_NHNHOPI,19212,4591,2.2,0.5,891847
2021-01-20,Race_eth_NHNHOPI,18399,4192,2.1,0.5,891847
2021-01-19,Race_eth_NHNHOPI,17831,3929,2,0.4,891847
2021-01-18,Race_eth_NHNHOPI,17390,3846,1.9,0.4,891847
2021-01-17,Race_eth_NHNHOPI,16544,3732,1.9,0.4,891847
2021-01-16,Race_eth_NHNHOPI,15282,3537,1.7,0.4,891847
2021-01-15,Race_eth_NHNHOPI,14007,3185,1.6,0.4,891847
2021-01-14,Race_eth_NHNHOPI,13058,2729,1.5,0.3,891847
2021-01-13,Race_eth_NHNHOPI,12288,1942,1.4,0.2,891847
2021-01-12,Race_eth_NHNHOPI,11628,1494,1.3,0.2,891847
2021-01-11,Race_eth_NHNHOPI,11262,1254,1.3,0.1,891847
2021-01-10,Race_eth_NHNHOPI,10808,1024,1.2,0.1,891847
2021-01-09,Race_eth_NHNHOPI,10120,586,1.1,0.1,891847
2021-01-08,Race_eth_NHNHOPI,9194,266,1,0,891847
2021-01-07,Race_eth_NHNHOPI,8552,116,1,0,891847
2021-01-06,Race_eth_NHNHOPI,7878,48,0.9,0,891847
2021-01-05,Race_eth_NHNHOPI,7403,16,0.8,0,891847
2021-01-04,Race_eth_NHNHOPI,7248,16,0.8,0,891847
2021-01-03,Race_eth_NHNHOPI,6998,16,0.8,0,891847
2021-01-02,Race_eth_NHNHOPI,6678,16,0.7,0,891847
2021-01-01,Race_eth_NHNHOPI,6123,15,0.7,0,891847
2020-12-31,Race_eth_NHNHOPI,5317,13,0.6,0,891847
2020-12-30,Race_eth_NHNHOPI,4690,11,0.5,0,891847
2020-12-29,Race_eth_NHNHOPI,4172,9,0.5,0,891847
2020-12-28,Race_eth_NHNHOPI,3952,9,0.4,0,891847
2020-12-27,Race_eth_NHNHOPI,3850,9,0.4,0,891847
2020-12-26,Race_eth_NHNHOPI,3808,8,0.4,0,891847
2020-12-25,Race_eth_NHNHOPI,3509,7,0.4,0,891847
2020-12-24,Race_eth_NHNHOPI,2745,7,0.3,0,891847
2020-12-23,Race_eth_NHNHOPI,1821,4,0.2,0,891847
2020-12-22,Race_eth_NHNHOPI,1342,3,0.2,0,891847
2020-12-21,Race_eth_NHNHOPI,1054,2,0.1,0,891847
2020-12-20,Race_eth_NHNHOPI,677,2,0.1,0,891847
2020-12-19,Race_eth_NHNHOPI,318,0,0,0,891847
2020-12-18,Race_eth_NHNHOPI,62,0,0,0,891847
2020-12-17,Race_eth_NHNHOPI,16,0,0,0,891847
2020-12-16,Race_eth_NHNHOPI,5,0,0,0,891847
2021-05-19,Race_eth_NHMult_Oth,7336844,5983584,0,0,6900162
2021-05-18,Race_eth_NHMult_Oth,7296239,5933181,0,0,6900162
2021-05-17,Race_eth_NHMult_Oth,7263887,5896447,0,0,6900162
2021-05-16,Race_eth_NHMult_Oth,7209455,5845084,0,0,6900162
2021-05-15,Race_eth_NHMult_Oth,7148893,5759135,0,0,6900162
2021-05-14,Race_eth_NHMult_Oth,7094694,5664318,0,0,6900162
2021-05-13,Race_eth_NHMult_Oth,7068489,5598330,0,0,6900162
2021-05-12,Race_eth_NHMult_Oth,7040733,5528352,0,0,6900162
2021-05-11,Race_eth_NHMult_Oth,7017505,5469978,0,0,6900162
2021-05-10,Race_eth_NHMult_Oth,6985879,5408310,0,0,6900162
2021-05-09,Race_eth_NHMult_Oth,6951805,5328118,0,0,6900162
2021-05-08,Race_eth_NHMult_Oth,6913955,5235060,0,0,6900162
2021-05-07,Race_eth_NHMult_Oth,6873618,5137489,0,0,6900162
2021-05-06,Race_eth_NHMult_Oth,6833967,5064058,0,0,6900162
2021-05-05,Race_eth_NHMult_Oth,6797595,4998698,0,0,6900162
2021-05-04,Race_eth_NHMult_Oth,6776817,4958932,0,0,6900162
2021-05-03,Race_eth_NHMult_Oth,6764629,4934683,0,0,6900162
2021-05-02,Race_eth_NHMult_Oth,6749003,4909256,0,0,6900162
2021-05-01,Race_eth_NHMult_Oth,6716597,4856299,0,0,6900162
2021-04-30,Race_eth_NHMult_Oth,6678746,4796275,0,0,6900162
2021-04-29,Race_eth_NHMult_Oth,6641526,4735673,0,0,6900162
2021-04-28,Race_eth_NHMult_Oth,6603548,4674307,0,0,6900162
2021-04-27,Race_eth_NHMult_Oth,6571338,4624389,0,0,6900162
2021-04-26,Race_eth_NHMult_Oth,6545101,4589027,0,0,6900162
2021-04-25,Race_eth_NHMult_Oth,6511087,4545474,0,0,6900162
2021-04-24,Race_eth_NHMult_Oth,6467542,4481077,0,0,6900162
2021-04-23,Race_eth_NHMult_Oth,6417012,4409362,0,0,6900162
2021-04-22,Race_eth_NHMult_Oth,6366015,4333392,0,0,6900162
2021-04-21,Race_eth_NHMult_Oth,6322887,4278218,0,0,6900162
2021-04-20,Race_eth_NHMult_Oth,6285326,4228044,0,0,6900162
2021-04-19,Race_eth_NHMult_Oth,6257047,4198638,0,0,6900162
2021-04-18,Race_eth_NHMult_Oth,6221581,4155256,0,0,6900162
2021-04-17,Race_eth_NHMult_Oth,6162765,4086601,0,0,6900162
2021-04-16,Race_eth_NHMult_Oth,6107939,4018867,0,0,6900162
2021-04-15,Race_eth_NHMult_Oth,6051618,3953548,0,0,6900162
2021-04-14,Race_eth_NHMult_Oth,5991905,3885750,0,0,6900162
2021-04-13,Race_eth_NHMult_Oth,5938235,3827359,0,0,6900162
2021-04-12,Race_eth_NHMult_Oth,5887428,3781909,0,0,6900162
2021-04-11,Race_eth_NHMult_Oth,5833121,3730061,0,0,6900162
2021-04-10,Race_eth_NHMult_Oth,5765999,3659389,0,0,6900162
2021-04-09,Race_eth_NHMult_Oth,5696022,3585707,0,0,6900162
2021-04-08,Race_eth_NHMult_Oth,5622259,3514864,0,0,6900162
2021-04-07,Race_eth_NHMult_Oth,5547182,3445061,0,0,6900162
2021-04-06,Race_eth_NHMult_Oth,5491923,3392737,0,0,6900162
2021-04-05,Race_eth_NHMult_Oth,5353056,3257413,0,0,6900162
2021-04-04,Race_eth_NHMult_Oth,5352950,3257244,0,0,6900162
2021-04-03,Race_eth_NHMult_Oth,5352459,3256566,0,0,6900162
2021-04-02,Race_eth_NHMult_Oth,5278761,3184537,0,0,6900162
2021-04-01,Race_eth_NHMult_Oth,5202285,3114238,0,0,6900162
2021-03-31,Race_eth_NHMult_Oth,5142795,3054947,0,0,6900162
2021-03-30,Race_eth_NHMult_Oth,5084174,3004803,0,0,6900162
2021-03-29,Race_eth_NHMult_Oth,5055262,2976762,0,0,6900162
2021-03-28,Race_eth_NHMult_Oth,5001573,2925912,0,0,6900162
2021-03-27,Race_eth_NHMult_Oth,4940129,2869893,0,0,6900162
2021-03-26,Race_eth_NHMult_Oth,4870219,2812461,0,0,6900162
2021-03-25,Race_eth_NHMult_Oth,4801495,2768308,0,0,6900162
2021-03-24,Race_eth_NHMult_Oth,4741126,2726292,0,0,6900162
2021-03-23,Race_eth_NHMult_Oth,4688558,2690018,0,0,6900162
2021-03-22,Race_eth_NHMult_Oth,4659977,2668030,0,0,6900162
2021-03-21,Race_eth_NHMult_Oth,4610011,2633496,0,0,6900162
2021-03-20,Race_eth_NHMult_Oth,4542520,2589927,0,0,6900162
2021-03-19,Race_eth_NHMult_Oth,4475111,2544219,0,0,6900162
2021-03-18,Race_eth_NHMult_Oth,4398745,2493231,0,0,6900162
2021-03-17,Race_eth_NHMult_Oth,4345238,2456499,0,0,6900162
2021-03-16,Race_eth_NHMult_Oth,4295984,2420104,0,0,6900162
2021-03-15,Race_eth_NHMult_Oth,4269145,2396536,0,0,6900162
2021-03-14,Race_eth_NHMult_Oth,4225654,2363871,0,0,6900162
2021-03-13,Race_eth_NHMult_Oth,4159154,2315343,0,0,6900162
2021-03-12,Race_eth_NHMult_Oth,4063259,2252014,0,0,6900162
2021-03-11,Race_eth_NHMult_Oth,3996427,2202475,0,0,6900162
2021-03-10,Race_eth_NHMult_Oth,3935865,2161048,0,0,6900162
2021-03-09,Race_eth_NHMult_Oth,3885671,2121915,0,0,6900162
2021-03-08,Race_eth_NHMult_Oth,3855799,2101368,0,0,6900162
2021-03-07,Race_eth_NHMult_Oth,3798376,2055112,0,0,6900162
2021-03-06,Race_eth_NHMult_Oth,3740341,2004089,0,0,6900162
2021-03-05,Race_eth_NHMult_Oth,3674880,1943966,0,0,6900162
2021-03-04,Race_eth_NHMult_Oth,3615114,1891263,0,0,6900162
2021-03-03,Race_eth_NHMult_Oth,3567397,1849757,0,0,6900162
2021-03-02,Race_eth_NHMult_Oth,3527393,1813890,0,0,6900162
2021-03-01,Race_eth_NHMult_Oth,3501931,1790434,0,0,6900162
2021-02-28,Race_eth_NHMult_Oth,3456066,1747326,0,0,6900162
2021-02-27,Race_eth_NHMult_Oth,3404704,1693502,0,0,6900162
2021-02-26,Race_eth_NHMult_Oth,3345806,1636730,0,0,6900162
2021-02-25,Race_eth_NHMult_Oth,3294249,1573394,0,0,6900162
2021-02-24,Race_eth_NHMult_Oth,3252027,1526342,0,0,6900162
2021-02-23,Race_eth_NHMult_Oth,3223653,1491886,0,0,6900162
2021-02-22,Race_eth_NHMult_Oth,3205695,1465213,0,0,6900162
2021-02-21,Race_eth_NHMult_Oth,3180701,1424646,0,0,6900162
2021-02-20,Race_eth_NHMult_Oth,3150211,1374570,0,0,6900162
2021-02-19,Race_eth_NHMult_Oth,3109036,1325642,0,0,6900162
2021-02-18,Race_eth_NHMult_Oth,3067713,1280955,0,0,6900162
2021-02-17,Race_eth_NHMult_Oth,3037791,1253466,0,0,6900162
2021-02-16,Race_eth_NHMult_Oth,3017812,1233145,0,0,6900162
2021-02-15,Race_eth_NHMult_Oth,2998085,1211043,0,0,6900162
2021-02-14,Race_eth_NHMult_Oth,2966912,1175537,0,0,6900162
2021-02-13,Race_eth_NHMult_Oth,2893436,1099446,0,0,6900162
2021-02-12,Race_eth_NHMult_Oth,2813761,1014196,0,0,6900162
2021-02-11,Race_eth_NHMult_Oth,2746479,930959,0,0,6900162
2021-02-10,Race_eth_NHMult_Oth,2690312,877967,0,0,6900162
2021-02-09,Race_eth_NHMult_Oth,2618183,810892,0,0,6900162
2021-02-08,Race_eth_NHMult_Oth,2564103,770106,0,0,6900162
2021-02-07,Race_eth_NHMult_Oth,2488587,721839,0,0,6900162
2021-02-06,Race_eth_NHMult_Oth,2380238,631818,0,0,6900162
2021-02-05,Race_eth_NHMult_Oth,2290628,578309,0,0,6900162
2021-02-04,Race_eth_NHMult_Oth,2203084,529520,0,0,6900162
2021-02-03,Race_eth_NHMult_Oth,2136791,494718,0,0,6900162
2021-02-02,Race_eth_NHMult_Oth,2080411,473125,0,0,6900162
2021-02-01,Race_eth_NHMult_Oth,2019525,453833,0,0,6900162
2021-01-31,Race_eth_NHMult_Oth,1922912,424990,0,0,6900162
2021-01-30,Race_eth_NHMult_Oth,1806968,386164,0,0,6900162
2021-01-29,Race_eth_NHMult_Oth,1711499,348460,0,0,6900162
2021-01-28,Race_eth_NHMult_Oth,1616661,309309,0,0,6900162
2021-01-27,Race_eth_NHMult_Oth,1541062,281107,0,0,6900162
2021-01-26,Race_eth_NHMult_Oth,1450858,254474,0,0,6900162
2021-01-25,Race_eth_NHMult_Oth,1365267,237636,0,0,6900162
2021-01-24,Race_eth_NHMult_Oth,1288788,223620,0,0,6900162
2021-01-23,Race_eth_NHMult_Oth,1156487,204119,0,0,6900162
2021-01-22,Race_eth_NHMult_Oth,1051978,186090,0,0,6900162
2021-01-21,Race_eth_NHMult_Oth,967756,160318,0,0,6900162
2021-01-20,Race_eth_NHMult_Oth,901868,145743,0,0,6900162
2021-01-19,Race_eth_NHMult_Oth,850768,136467,0,0,6900162
2021-01-18,Race_eth_NHMult_Oth,811168,132752,0,0,6900162
2021-01-17,Race_eth_NHMult_Oth,736663,124142,0,0,6900162
2021-01-16,Race_eth_NHMult_Oth,675097,114242,0,0,6900162
2021-01-15,Race_eth_NHMult_Oth,624908,104926,0,0,6900162
2021-01-14,Race_eth_NHMult_Oth,566654,87464,0,0,6900162
2021-01-13,Race_eth_NHMult_Oth,530162,72450,0,0,6900162
2021-01-12,Race_eth_NHMult_Oth,499811,57043,0,0,6900162
2021-01-11,Race_eth_NHMult_Oth,473096,51669,0,0,6900162
2021-01-10,Race_eth_NHMult_Oth,437284,42217,0,0,6900162
2021-01-09,Race_eth_NHMult_Oth,378579,24710,0,0,6900162
2021-01-08,Race_eth_NHMult_Oth,350025,11929,0,0,6900162
2021-01-07,Race_eth_NHMult_Oth,312505,5166,0,0,6900162
2021-01-06,Race_eth_NHMult_Oth,284111,1895,0,0,6900162
2021-01-05,Race_eth_NHMult_Oth,258595,625,0,0,6900162
2021-01-04,Race_eth_NHMult_Oth,248810,567,0,0,6900162
2021-01-03,Race_eth_NHMult_Oth,219729,544,0,0,6900162
2021-01-02,Race_eth_NHMult_Oth,201426,503,0,0,6900162
2021-01-01,Race_eth_NHMult_Oth,185353,439,0,0,6900162
2020-12-31,Race_eth_NHMult_Oth,160783,382,0,0,6900162
2020-12-30,Race_eth_NHMult_Oth,142297,345,0,0,6900162
2020-12-29,Race_eth_NHMult_Oth,122553,265,0,0,6900162
2020-12-28,Race_eth_NHMult_Oth,118398,244,0,0,6900162
2020-12-27,Race_eth_NHMult_Oth,113042,230,0,0,6900162
2020-12-26,Race_eth_NHMult_Oth,108460,227,0,0,6900162
2020-12-25,Race_eth_NHMult_Oth,96558,184,0,0,6900162
2020-12-24,Race_eth_NHMult_Oth,75664,160,0,0,6900162
2020-12-23,Race_eth_NHMult_Oth,58744,126,0,0,6900162
2020-12-22,Race_eth_NHMult_Oth,44695,114,0,0,6900162
2020-12-21,Race_eth_NHMult_Oth,37500,79,0,0,6900162
2020-12-20,Race_eth_NHMult_Oth,28019,47,0,0,6900162
2020-12-19,Race_eth_NHMult_Oth,14201,18,0,0,6900162
2020-12-18,Race_eth_NHMult_Oth,5189,1,0,0,6900162
2020-12-17,Race_eth_NHMult_Oth,1433,0,0,0,6900162
2020-12-16,Race_eth_NHMult_Oth,142,0,0,0,6900162
2021-05-19,Race_eth_NHBlack,7915878,6418452,21,17,37653641
2021-05-18,Race_eth_NHBlack,7867915,6360664,20.9,16.9,37653641
2021-05-17,Race_eth_NHBlack,7832761,6320716,20.8,16.8,37653641
2021-05-16,Race_eth_NHBlack,7789946,6270217,20.7,16.7,37653641
2021-05-15,Race_eth_NHBlack,7738366,6208020,20.6,16.5,37653641
2021-05-14,Race_eth_NHBlack,7674638,6116596,20.4,16.2,37653641
2021-05-13,Race_eth_NHBlack,7625392,6035399,20.3,16,37653641
2021-05-12,Race_eth_NHBlack,7577138,5947344,20.1,15.8,37653641
2021-05-11,Race_eth_NHBlack,7536997,5879163,20,15.6,37653641
2021-05-10,Race_eth_NHBlack,7499420,5826496,19.9,15.5,37653641
2021-05-09,Race_eth_NHBlack,7454567,5758331,19.8,15.3,37653641
2021-05-08,Race_eth_NHBlack,7398393,5660855,19.6,15,37653641
2021-05-07,Race_eth_NHBlack,7338779,5562022,19.5,14.8,37653641
2021-05-06,Race_eth_NHBlack,7259557,5436211,19.3,14.4,37653641
2021-05-05,Race_eth_NHBlack,7205000,5356374,19.1,14.2,37653641
2021-05-04,Race_eth_NHBlack,7158283,5287016,19,14,37653641
2021-05-03,Race_eth_NHBlack,7131068,5241395,18.9,13.9,37653641
2021-05-02,Race_eth_NHBlack,7100928,5199030,18.9,13.8,37653641
2021-05-01,Race_eth_NHBlack,7050434,5125121,18.7,13.6,37653641
2021-04-30,Race_eth_NHBlack,6969383,5020338,18.5,13.3,37653641
2021-04-29,Race_eth_NHBlack,6895829,4913309,18.3,13,37653641
2021-04-28,Race_eth_NHBlack,6829457,4818604,18.1,12.8,37653641
2021-04-27,Race_eth_NHBlack,6770799,4738525,18,12.6,37653641
2021-04-26,Race_eth_NHBlack,6722477,4681131,17.9,12.4,37653641
2021-04-25,Race_eth_NHBlack,6667842,4621330,17.7,12.3,37653641
